Disease Name	Most General MONDO ID	Most General Label
Cytochrome c oxidase deficiency	MONDO:0009068	cytochrome-c oxidase deficiency disease
DCX-related lissencephaly	MONDO:0010239	lissencephaly type 1 due to doublecortin gene mutation
DDX3X-related intellectual disability	MONDO:0010497	intellectual disability, X-linked 102
DEND syndrome (developmental delay, epilepsy, neonatal diabetes)	MONDO:0019207	DEND syndrome
DEPDC5-related epilepsy	MONDO:0024556	epilepsy, familial focal, with variable foci 1
DEPDC5-related focal cortical dysplasia and epilepsy	MONDO:0024556	epilepsy, familial focal, with variable foci 1
DEPDC5-related focal epilepsy	MONDO:0024556	epilepsy, familial focal, with variable foci 1
DES-related dilated cardiomyopathy	MONDO:0011482	dilated cardiomyopathy 1I
DGUOK-related mitochondrial DNA depletion syndrome	MONDO:0014899	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4
DICER1 syndrome	MONDO:0100216	DICER1-related tumor predisposition
DNM2-related Centronuclear Myopathy	MONDO:0008048	autosomal dominant centronuclear myopathy
DOCK8 deficiency	MONDO:0009478	combined immunodeficiency due to DOCK8 deficiency
DOLK-CDG	MONDO:0005500	congenital disorder of glycosylation type I
DOOR syndrome	MONDO:0009079	DOORS syndrome
DOORS Syndrome	MONDO:0009079	DOORS syndrome
DYRK1A-related intellectual disability syndrome	MONDO:0013578	DYRK1A-related intellectual disability syndrome
DYT1 Early-Onset Primary Dystonia	MONDO:0013813	dystonia 21
DYT1 dystonia (TOR1A-related dystonia)	MONDO:0013813	dystonia 21
Dandy-Walker Malformation	MONDO:0009072	Dandy-Walker syndrome
Dandy-Walker malformation	MONDO:0009072	Dandy-Walker syndrome
Danon disease	MONDO:0010281	Danon disease
Danon disease (LAMP2 deficiency)	MONDO:0010281	Danon disease
De Barsy Syndrome	MONDO:0017569	de Barsy syndrome
De Barsy syndrome	MONDO:0017569	de Barsy syndrome
Deficiency of Adenosine Deaminase 2 (DADA2)	MONDO:0100317	deficiency of adenosine deaminase 2
Deficiency of adenosine deaminase 2 (DADA2)	MONDO:0100317	deficiency of adenosine deaminase 2
Dejerine-Sottas disease	MONDO:0007790	Charcot-Marie-Tooth disease type 3
Deletion 18p syndrome	MONDO:0007800	chromosome 18p deletion syndrome
Dementia with Lewy bodies	MONDO:0007488	Lewy body dementia
Dent Disease	MONDO:0015612	Dent disease
Dent disease	MONDO:0015612	Dent disease
Dentatorubral-pallidoluysian atrophy	MONDO:0007435	dentatorubral-pallidoluysian atrophy
Denys-Drash Syndrome	MONDO:0008682	Denys-Drash syndrome
Denys-Drash syndrome	MONDO:0008682	Denys-Drash syndrome
Dercum's disease (Adiposis dolorosa)	MONDO:0007070	adiposis dolorosa
Dermatomyositis	MONDO:0016367	dermatomyositis
Dermatosparaxis Ehlers-Danlos Syndrome	MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type
Desbuquois dysplasia	MONDO:0015426	Desbuquois dysplasia
Desmin-related cardiomyopathy (DES gene mutations)	MONDO:0011482	dilated cardiomyopathy 1I
Desmin-related cardiomyopathy (DES mutations)	MONDO:0011482	dilated cardiomyopathy 1I
Desmin-related myopathy	MONDO:0011076	myofibrillar myopathy 1
Desminopathy	MONDO:0011076	myofibrillar myopathy 1
Desmoplakin-related dilated cardiomyopathy with ectodermal features	MONDO:0011581	arrhythmogenic cardiomyopathy with wooly hair and keratoderma
Developmental Coordination Disorder (Dyspraxia)	MONDO:0004922	developmental coordination disorder
Developmental Delay, Epilepsy, and Neonatal Diabetes mellitus (DEND) syndrome	MONDO:0019207	DEND syndrome
Developmental Language Disorder	MONDO:0010821	familial developmental dysphasia
Developmental coordination disorder	MONDO:0004922	developmental coordination disorder
DiGeorge Syndrome	MONDO:0018923	22q11.2 deletion syndrome
DiGeorge Syndrome (22q11.2 Deletion Syndrome)	MONDO:0012020	chromosome 22q11.2 microduplication syndrome
DiGeorge Syndrome (22q11.2 deletion syndrome)	MONDO:0012020	chromosome 22q11.2 microduplication syndrome
DiGeorge syndrome	MONDO:0018923	22q11.2 deletion syndrome
DiGeorge syndrome (22q11.2 deletion syndrome)	MONDO:0012020	chromosome 22q11.2 microduplication syndrome
DiGeorge syndrome (22q11.2 deletion)	MONDO:0012020	chromosome 22q11.2 microduplication syndrome
Diabetes mellitus	MONDO:0005015	diabetes mellitus
Diabetic retinopathy	MONDO:0005266	diabetic retinopathy
Diamond-Blackfan Anemia	MONDO:0015253	Diamond-Blackfan anemia
Diamond-Blackfan anemia	MONDO:0015253	Diamond-Blackfan anemia
Diastrophic dysplasia	MONDO:0009107	diastrophic dysplasia
Diffuse Mesangial Sclerosis	MONDO:0009733	nephrotic syndrome, type 4
Digoxin toxicity	MONDO:0017863	digitalis poisoning
Dihydrolipoamide dehydrogenase deficiency	MONDO:0009563	maple syrup urine disease
Dihydropteridine reductase deficiency	MONDO:0009862	dihydropteridine reductase deficiency
Dilated cardiomyopathy due to LMNA gene mutations	MONDO:0007269	dilated cardiomyopathy 1A
Dilated cardiomyopathy due to SCN5A mutations	MONDO:0011003	dilated cardiomyopathy 1E
Distal Arthrogryposis Type 1	MONDO:0015240	digitotalar dysmorphism
Distal Arthrogryposis Type 1 (DA1)	MONDO:0015240	digitotalar dysmorphism
Distal Arthrogryposis Type 5 (DA5)	MONDO:0014028	distal arthrogryposis type 5D
Distal Arthrogryposis type 1 (DA1)	MONDO:0015240	digitotalar dysmorphism
Distal Hereditary Motor Neuropathy	MONDO:0018894	distal hereditary motor neuropathy
Distal Muscular Dystrophy	MONDO:0018949	distal myopathy
Distal Spinal Muscular Atrophy	MONDO:0018894	distal hereditary motor neuropathy
Distal arthrogryposis	MONDO:0019942	distal arthrogryposis
Distal arthrogryposis type 1	MONDO:0015240	digitotalar dysmorphism
Distal arthrogryposis type 1 (DA1)	MONDO:0015240	digitotalar dysmorphism
Distal arthrogryposis type 2B (Sheldon-Hall syndrome)	MONDO:0032750	arthrogryposis, distal, type 2B2
Distal arthrogryposis type 5	MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome
Distal hereditary motor neuropathy	MONDO:0018894	distal hereditary motor neuropathy
Distal hereditary motor neuropathy (dHMN)	MONDO:0013947	neuronopathy, distal hereditary motor, autosomal recessive 5
Distal hereditary motor neuropathy with pyramidal signs	MONDO:0013947	neuronopathy, distal hereditary motor, autosomal recessive 5
Distal muscular dystrophy	MONDO:0018949	distal myopathy
Distal myopathy	MONDO:0018949	distal myopathy
Distal renal tubular acidosis	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis (Type 1 RTA)	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis (Type 1)	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis (Type I RTA)	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis (Type I)	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis (dRTA)	MONDO:0015827	distal renal tubular acidosis
Distal renal tubular acidosis associated with hereditary elliptocytosis (SLC4A1 mutation)	MONDO:0012700	renal tubular acidosis, distal, 4, with hemolytic anemia
Distal spinal muscular atrophy	MONDO:0018894	distal hereditary motor neuropathy
Distal spinal muscular atrophy (DSMA)	MONDO:0019079	proximal spinal muscular atrophy
Distal spinal muscular atrophy type 1	MONDO:0009669	spinal muscular atrophy, type 1
Dominant Optic Atrophy	MONDO:0020250	autosomal dominant optic atrophy
Dominant Optic Atrophy (DOA)	MONDO:0020250	autosomal dominant optic atrophy
Dominant optic atrophy	MONDO:0020250	autosomal dominant optic atrophy
Donnai-Barrow syndrome	MONDO:0009104	Donnai-Barrow syndrome
Donohue syndrome	MONDO:0009517	Donohue syndrome
Donohue syndrome (leprechaunism)	MONDO:0009517	Donohue syndrome
Dopa-responsive dystonia	MONDO:0016812	dopa-responsive dystonia
Dopa-responsive dystonia (Segawa disease)	MONDO:0016812	dopa-responsive dystonia
Dopamine transporter deficiency syndrome	MONDO:0013150; MONDO:0054835; MONDO:0700117 (no common general term found)	parkinsonism-dystonia, infantile; classic dopamine transporter deficiency syndrome; SLC6A3-related dopamine transporter deficiency syndrome
Down Syndrome	MONDO:0008608	Down syndrome
Down Syndrome (Trisomy 21)	MONDO:0700126	trisomy 21
Down syndrome	MONDO:0008608	Down syndrome
Down syndrome (Trisomy 21)	MONDO:0700126	trisomy 21
Dravet Syndrome	MONDO:0100079; MONDO:0100135 (no common general term found)	developmental and epileptic encephalopathy, 6; Dravet syndrome
Dravet syndrome	MONDO:0100079; MONDO:0100135 (no common general term found)	developmental and epileptic encephalopathy, 6; Dravet syndrome
Dravet syndrome (SCN1A-related epileptic encephalopathy)	MONDO:0100135	Dravet syndrome
Dravet syndrome (Severe Myoclonic Epilepsy of Infancy)	MONDO:0100135	Dravet syndrome
Duane-Radial Ray Syndrome (Okihiro Syndrome)	MONDO:0011812	Duane-radial ray syndrome
Duane-Radial Ray syndrome	MONDO:0011812	Duane-radial ray syndrome
Duane-Radial Ray syndrome (Okihiro syndrome)	MONDO:0011812	Duane-radial ray syndrome
Duane-radial ray syndrome	MONDO:0011812	Duane-radial ray syndrome
Duane-radial ray syndrome (Okihiro syndrome)	MONDO:0011812	Duane-radial ray syndrome
Dubowitz Syndrome	MONDO:0009124	Dubowitz syndrome
Dubowitz syndrome	MONDO:0009124	Dubowitz syndrome
Duchenne Muscular Dystrophy	MONDO:0010679	Duchenne muscular dystrophy
Duchenne muscular dystrophy	MONDO:0010679	Duchenne muscular dystrophy
Dunnigan-Type Familial Partial Lipodystrophy	MONDO:0007906	familial partial lipodystrophy, Dunnigan type
Dunnigan-type familial partial lipodystrophy (FPLD type 2)	MONDO:0007906	familial partial lipodystrophy, Dunnigan type
Duplication 15q11.2-q13.1 syndrome (Dup15q syndrome)	MONDO:0012081	15q11q13 microduplication syndrome
Duplication 7q11.23 syndrome	MONDO:0012342	7q11.23 microduplication syndrome
Dyggve-Melchior-Clausen Syndrome	MONDO:0009130	Dyggve-Melchior-Clausen disease
Dyggve-Melchior-Clausen syndrome	MONDO:0009130	Dyggve-Melchior-Clausen disease
Dysferlinopathy (Limb-Girdle Muscular Dystrophy type 2B)	MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B
Dyskeratosis Congenita	MONDO:0015780	dyskeratosis congenita
Dyskeratosis congenita	MONDO:0015780	dyskeratosis congenita
Dysosteosclerosis	MONDO:0009138	dysosteosclerosis
Dystroglycanopathy	MONDO:0018282	qualitative or quantitative defects of alpha-dystroglycan
Dystrophinopathy (Duchenne Muscular Dystrophy)	MONDO:0010679	Duchenne muscular dystrophy
EEC Syndrome (Ectrodactyly-Ectodermal Dysplasia-Cleft Lip/Palate Syndrome)	MONDO:0010004	EEC syndrome
EEC syndrome (Ectrodactyly-Ectodermal Dysplasia-Clefting syndrome)	MONDO:0010004	EEC syndrome
EEC syndrome (Ectrodactyly-ectodermal dysplasia-cleft lip/palate syndrome)	MONDO:0010004	EEC syndrome
ERF-related craniosynostosis	MONDO:0010929	craniosynostosis 4
Early Infantile Epileptic Encephalopathy	MONDO:0100062	developmental and epileptic encephalopathy
Early Infantile Epileptic Encephalopathy (EIEE)	MONDO:0012812	developmental and epileptic encephalopathy, 4
Early Infantile Epileptic Encephalopathy (EIEE) due to other genetic mutations	MONDO:0012812	developmental and epileptic encephalopathy, 4
Early Infantile Epileptic Encephalopathy (KCNQ2-related epileptic encephalopathy)	MONDO:0013387	developmental and epileptic encephalopathy, 7
Early Infantile Epileptic Encephalopathy (KCNQ2-related)	MONDO:0013387	developmental and epileptic encephalopathy, 7
Early Infantile Epileptic Encephalopathy (Ohtahara Syndrome)	MONDO:0018614	undetermined early-onset epileptic encephalopathy
Early Infantile Epileptic Encephalopathy (Ohtahara syndrome)	MONDO:0018614	undetermined early-onset epileptic encephalopathy
Early Infantile Epileptic Encephalopathy (STXBP1-related)	MONDO:0012812	developmental and epileptic encephalopathy, 4
Early Infantile Epileptic Encephalopathy Type 7 (KCNQ2 encephalopathy)	MONDO:0013387	developmental and epileptic encephalopathy, 7
Early Infantile Epileptic Encephalopathy due to ARX Mutation	MONDO:0010632	developmental and epileptic encephalopathy, 1
Early Infantile Epileptic Encephalopathy due to ARX mutations	MONDO:0010632	developmental and epileptic encephalopathy, 1
Early Infantile Epileptic Encephalopathy of unknown etiology	MONDO:0018614	undetermined early-onset epileptic encephalopathy
Early Myoclonic Encephalopathy	MONDO:0016022	early myoclonic encephalopathy
Early Myoclonic Encephalopathy (EME)	MONDO:0016022	early myoclonic encephalopathy
Early infantile epileptic encephalopathy	MONDO:0100062	developmental and epileptic encephalopathy
Early infantile epileptic encephalopathy (EIEE)	MONDO:0012812	developmental and epileptic encephalopathy, 4
Early infantile epileptic encephalopathy (Ohtahara syndrome)	MONDO:0018614	undetermined early-onset epileptic encephalopathy
Early infantile epileptic encephalopathy due to CDKL5 mutations	MONDO:0010396	developmental and epileptic encephalopathy, 2
Early infantile epileptic encephalopathy due to KCNT1 mutations	MONDO:0013989	developmental and epileptic encephalopathy, 14
Early infantile epileptic encephalopathy due to STXBP1 mutations	MONDO:0013277	developmental and epileptic encephalopathy, 5
Early infantile epileptic encephalopathy of unknown etiology	MONDO:0018614	undetermined early-onset epileptic encephalopathy
Early infantile epileptic encephalopathy type 7 (KCNQ2-related epileptic encephalopathy)	MONDO:0013387	developmental and epileptic encephalopathy, 7
Early myoclonic encephalopathy	MONDO:0016022	early myoclonic encephalopathy
Early myoclonic encephalopathy (EME)	MONDO:0016022	early myoclonic encephalopathy
Early repolarization syndrome	MONDO:0013318	early repolarization associated with ventricular fibrillation
Early-Onset Absence Epilepsy	MONDO:0000417	obsolete early onset absence epilepsy
Early-Onset Focal Epilepsy due to SCN2A Mutation	MONDO:0011904	seizures, benign familial infantile, 3
Early-Onset Retinitis Pigmentosa	MONDO:0009984	late-adult onset retinitis pigmentosa
Early-Onset Spinocerebellar Ataxia	MONDO:0010529	X-linked spinocerebellar ataxia type 3
Early-onset Alzheimer's disease (familial type)	MONDO:0100087	familial Alzheimer disease
Early-onset Hereditary Spastic Paraplegia	MONDO:0014018	hereditary spastic paraplegia 54
Early-onset Parkinson disease (PARK2 mutations)	MONDO:0011658	autosomal recessive early-onset Parkinson disease 7
Early-onset Parkinson's disease	MONDO:0017279	young-onset Parkinson disease
Early-onset Parkinson's disease (PARK2 mutations)	MONDO:0011658	autosomal recessive early-onset Parkinson disease 7
Early-onset Parkinsonism due to PARK2 mutations	MONDO:0011658	autosomal recessive early-onset Parkinson disease 7
Early-onset Spinocerebellar Ataxia (SCA)	MONDO:0012450	spinocerebellar ataxia type 28
Early-onset familial Alzheimer's disease	MONDO:0100087	familial Alzheimer disease
Early-onset neuronal ceroid lipofuscinosis	MONDO:0019260	adult neuronal ceroid lipofuscinosis
Early-onset osteoarthritis due to COL2A1 mutation	MONDO:0011496	mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis
Early-onset retinitis pigmentosa	MONDO:0009984	late-adult onset retinitis pigmentosa
Early-onset spinocerebellar ataxia	MONDO:0060758	spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits
Early-stage retinitis pigmentosa	MONDO:0008381	dominant pericentral pigmentary retinopathy
Ectodermal Dysplasia	MONDO:0019287	ectodermal dysplasia syndrome
Ectodermal Dysplasia (e.g., Clouston syndrome)	MONDO:0019287	ectodermal dysplasia syndrome
Ectodermal Dysplasia, Hair/Nail Type	MONDO:0013976	ectodermal dysplasia 9, hair/nail type
Ectodermal dysplasia	MONDO:0019287	ectodermal dysplasia syndrome
Ectodermal dysplasia syndromes	MONDO:0019287	ectodermal dysplasia syndrome
Ectopia Lentis et Pupillae	MONDO:0009153	ectopia lentis et pupillae
Ectopia Lentis syndrome	MONDO:0015998	isolated ectopia lentis
Ectopia lentis et pupillae	MONDO:0009153	ectopia lentis et pupillae
Ectopia lentis syndrome	MONDO:0015998	isolated ectopia lentis
Ectrodactyly-Ectodermal Dysplasia-Cleft Lip/Palate (EEC) Syndrome	MONDO:0007520	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1
Ectrodactyly-Ectodermal Dysplasia-Cleft Lip/Palate (EEC) syndrome	MONDO:0007520	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1
Ectrodactyly-Ectodermal Dysplasia-Clefting syndrome (EEC syndrome)	MONDO:0007520	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1
Ectrodactyly-ectodermal dysplasia-cleft syndrome	MONDO:0010004	EEC syndrome
